Block;Rack;Line;Fruit_s;Generation;Date_O;Date_A;Line;Colonne;Treatment;Nb_eggs;Obs_O;Nb_adults;Obs_A,
1;A;CE1;GF;G1;18/04/2017;02/05/2017;L7;C2;Cherry;178;AA;40;LO,
1;A;CE1;GF;G1;18/04/2017;02/05/2017;L8;C2;Cherry;193;AA;23;LO,
1;A;CE1;GF;G1;18/04/2017;02/05/2017;L9;C2;Cherry;204;AA;2;LO,
1;A;CE1;GF;G1;18/04/2017;02/05/2017;L10;C2;Cherry;178;AA;22;LO,
1;A;FI1;GF;G1;18/04/2017;02/05/2017;L1;C3;Fig;146;AA;36;LO,
1;A;FI1;GF;G1;18/04/2017;02/05/2017;L2;C3;Fig;178;AA;34;LO,
1;A;FI1;GF;G1;18/04/2017;02/05/2017;L3;C3;Fig;146;AA;8;LO,
1;A;FI1;GF;G1;18/04/2017;02/05/2017;L4;C3;Fig;94;AA;6;LO,
1;A;FI1;GF;G1;18/04/2017;02/05/2017;L5;C3;Fig;101;AA;28;LO,
1;A;FI1;GF;G1;18/04/2017;02/05/2017;L6;C3;Fig;192;AA;44;LO,
1;A;FI1;GF;G1;18/04/2017;02/05/2017;L7;C3;Fig;97;AA;10;LO,
1;A;FI1;GF;G1;18/04/2017;02/05/2017;L8;C3;Fig;109;AA;27;LO,
1;A;FI1;GF;G1;18/04/2017;02/05/2017;L9;C3;Fig;160;AA;17;LO,
1;A;FI1;GF;G1;18/04/2017;02/05/2017;L10;C3;Fig;136;AA;8;LO,
1;A;FI1;GF;G1;18/04/2017;02/05/2017;L1;C4;Fig;115;LO;16;LO,
1;A;FI1;GF;G1;18/04/2017;02/05/2017;L2;C4;Fig;207;LO;40;LO,
1;A;FI1;GF;G1;18/04/2017;02/05/2017;L3;C4;Fig;86;LO;8;LO,
1;A;FI1;GF;G1;18/04/2017;02/05/2017;L4;C4;Fig;80;LO;17;LO,
1;A;FI1;GF;G1;18/04/2017;02/05/2017;L5;C4;Fig;89;LO;20;LO,
1;A;FI1;GF;G1;18/04/2017;02/05/2017;L6;C4;Fig;108;LO;33;LO,
1;A;FI1;GF;G1;18/04/2017;02/05/2017;L7;C4;Fig;45;LO;0;LO,
1;A;FI1;GF;G1;18/04/2017;02/05/2017;L8;C4;Fig;159;LO;32;LO,
1;A;FI1;GF;G1;18/04/2017;02/05/2017;L9;C4;Fig;215;LO;13;LO,
1;A;FI1;GF;G1;18/04/2017;02/05/2017;L10;C4;Fig;92;LO;19;LO,
1;A;CA1;GF;G1;18/04/2017;02/05/2017;L1;C5;Blackcurrant;129;AA;15;LO,
1;A;CA1;GF;G1;18/04/2017;02/05/2017;L2;C5;Blackcurrant;128;AA;20;LO,
1;A;CA1;GF;G1;18/04/2017;02/05/2017;L3;C5;Blackcurrant;14;AA;8;LO,
1;A;CA1;GF;G1;18/04/2017;02/05/2017;L4;C5;Blackcurrant;134;AA;12;LO,
1;A;CA1;GF;G1;18/04/2017;02/05/2017;L5;C5;Blackcurrant;139;AA;23;LO,
1;A;CA1;GF;G1;18/04/2017;02/05/2017;L6;C5;Blackcurrant;68;AA;11;LO,
1;A;CA1;GF;G1;18/04/2017;02/05/2017;L7;C5;Blackcurrant;183;AA;30;LO,
1;A;CA1;GF;G1;18/04/2017;02/05/2017;L8;C5;Blackcurrant;158;AA;46;LO,
1;A;CA1;GF;G1;18/04/2017;02/05/2017;L9;C5;Blackcurrant;126;AA;20;LO,
1;A;CA1;GF;G1;18/04/2017;02/05/2017;L10;C5;Blackcurrant;236;AA;0;LO,
1;A;CA1;GF;G1;18/04/2017;02/05/2017;L1;C6;Blackcurrant;126;LO;20;LO,
1;A;CA1;GF;G1;18/04/2017;02/05/2017;L2;C6;Blackcurrant;177;LO;19;LO,
1;A;CA1;GF;G1;18/04/2017;02/05/2017;L3;C6;Blackcurrant;108;LO;24;LO,
1;A;CA1;GF;G1;18/04/2017;02/05/2017;L4;C6;Blackcurrant;171;LO;4;LO,
1;A;CA1;GF;G1;18/04/2017;02/05/2017;L5;C6;Blackcurrant;54;LO;8;LO,
1;A;CA1;GF;G1;18/04/2017;02/05/2017;L6;C6;Blackcurrant;113;LO;11;LO,
1;A;CA1;GF;G1;18/04/2017;02/05/2017;L7;C6;Blackcurrant;42;LO;16;LO,
1;A;CA1;GF;G1;18/04/2017;02/05/2017;L8;C6;Blackcurrant;180;LO;18;LO,
1;A;CA1;GF;G1;18/04/2017;02/05/2017;L9;C6;Blackcurrant;134;LO;17;LO,
1;A;CA1;GF;G1;18/04/2017;02/05/2017;L10;C6;Blackcurrant;79;LO;28;LO,
1;A;FR1;GF;G1;18/04/2017;02/05/2017;L1;C7;Strawberry;142;AA;32;LO,
1;A;FR1;GF;G1;18/04/2017;02/05/2017;L2;C7;Strawberry;104;AA;44;LO,
1;A;FR1;GF;G1;18/04/2017;02/05/2017;L3;C7;Strawberry;37;AA;2;LO,
1;A;FR1;GF;G1;18/04/2017;02/05/2017;L4;C7;Strawberry;149;AA;25;LO,
1;A;FR1;GF;G1;18/04/2017;02/05/2017;L5;C7;Strawberry;59;AA;0;LO,
1;A;FR1;GF;G1;18/04/2017;02/05/2017;L6;C7;Strawberry;61;AA;24;LO,
1;A;FR1;GF;G1;18/04/2017;02/05/2017;L7;C7;Strawberry;134;AA;40;LO,
1;A;FR1;GF;G1;18/04/2017;02/05/2017;L8;C7;Strawberry;150;AA;62;LO,
1;A;FR1;GF;G1;18/04/2017;02/05/2017;L9;C7;Strawberry;103;AA;32;LO,
1;A;FR1;GF;G1;18/04/2017;02/05/2017;L10;C7;Strawberry;130;AA;37;LO,
1;A;FR1;GF;G1;18/04/2017;02/05/2017;L1;C8;Strawberry;55;LO;28;LO,
1;A;FR1;GF;G1;18/04/2017;02/05/2017;L2;C8;Strawberry;75;LO;21;LO,
1;A;FR1;GF;G1;18/04/2017;02/05/2017;L3;C8;Strawberry;81;LO;37;LO,
1;A;FR1;GF;G1;18/04/2017;02/05/2017;L4;C8;Strawberry;27;LO;0;LO,
1;A;FR1;GF;G1;18/04/2017;02/05/2017;L5;C8;Strawberry;42;LO;25;LO,
1;A;FR1;GF;G1;18/04/2017;02/05/2017;L6;C8;Strawberry;119;LO;37;LO,
1;A;FR1;GF;G1;18/04/2017;02/05/2017;L7;C8;Strawberry;171;LO;50;LO,
1;A;FR1;GF;G1;18/04/2017;02/05/2017;L8;C8;Strawberry;80;LO;10;LO,
1;A;FR1;GF;G1;18/04/2017;02/05/2017;L9;C8;Strawberry;69;LO;30;LO,
1;A;FR1;GF;G1;18/04/2017;02/05/2017;L10;C8;Strawberry;78;LO;49;LO,
1;A;TO1;GF;G1;18/04/2017;02/05/2017;L1;C9;Tomato;29;AA;0;LO,
1;A;TO1;GF;G1;18/04/2017;02/05/2017;L2;C9;Tomato;70;AA;0;LO,
1;A;TO1;GF;G1;18/04/2017;02/05/2017;L3;C9;Tomato;78;AA;30;LO,
1;A;TO1;GF;G1;18/04/2017;02/05/2017;L4;C9;Tomato;94;AA;0;LO,
1;A;TO1;GF;G1;18/04/2017;02/05/2017;L5;C9;Tomato;0;AA;0;LO,
1;A;TO1;GF;G1;18/04/2017;02/05/2017;L6;C9;Tomato;15;AA;0;LO,
1;A;TO1;GF;G1;18/04/2017;02/05/2017;L7;C9;Tomato;11;AA;0;LO,
1;A;TO1;GF;G1;18/04/2017;02/05/2017;L8;C9;Tomato;8;AA;0;LO,
1;A;TO1;GF;G1;18/04/2017;02/05/2017;L9;C9;Tomato;2;AA;0;LO,
1;A;TO1;GF;G1;18/04/2017;02/05/2017;L10;C9;Tomato;2;AA;0;LO,
1;A;TO1;GF;G1;18/04/2017;02/05/2017;L1;C10;Tomato;37;LO;3;LO,
1;A;TO1;GF;G1;18/04/2017;02/05/2017;L2;C10;Tomato;24;LO;1;LO,
1;A;TO1;GF;G1;18/04/2017;02/05/2017;L3;C10;Tomato;51;LO;2;LO,
1;A;TO1;GF;G1;18/04/2017;02/05/2017;L4;C10;Tomato;28;LO;0;LO,
1;A;TO1;GF;G1;18/04/2017;02/05/2017;L5;C10;Tomato;8;LO;0;LO,
1;A;TO1;GF;G1;18/04/2017;02/05/2017;L6;C10;Tomato;20;LO;0;LO,
1;A;TO1;GF;G1;18/04/2017;02/05/2017;L7;C10;Tomato;4;LO;0;LO,
1;A;TO1;GF;G1;18/04/2017;02/05/2017;L8;C10;Tomato;1;LO;0;LO,
1;A;TO1;GF;G1;18/04/2017;02/05/2017;L9;C10;Tomato;14;LO;1;LO,
1;A;TO1;GF;G1;18/04/2017;02/05/2017;L10;C10;Tomato;60;LO;2;LO,
1;B;CR1;GF;G1;18/04/2017;02/05/2017;L1;C1;Cranberry;184;RH;10;LO,
1;B;CR1;GF;G1;18/04/2017;02/05/2017;L2;C1;Cranberry;101;RH;36;LO,
1;B;CR1;GF;G1;18/04/2017;02/05/2017;L3;C1;Cranberry;185;RH;24;LO,
1;B;CR1;GF;G1;18/04/2017;02/05/2017;L4;C1;Cranberry;136;RH;28;LO,
1;B;CR1;GF;G1;18/04/2017;02/05/2017;L5;C1;Cranberry;192;RH;24;LO,
1;B;CR1;GF;G1;18/04/2017;02/05/2017;L6;C1;Cranberry;137;RH;31;LO,
1;B;CR1;GF;G1;18/04/2017;02/05/2017;L7;C1;Cranberry;211;RH;23;LO,
1;B;CR1;GF;G1;18/04/2017;02/05/2017;L8;C1;Cranberry;156;RH;31;LO,
1;B;CR1;GF;G1;18/04/2017;02/05/2017;L9;C1;Cranberry;89;RH;33;LO,
1;B;CR1;GF;G1;18/04/2017;02/05/2017;L10;C1;Cranberry;198;RH;19;LO,
1;B;CR1;GF;G1;18/04/2017;02/05/2017;L1;C2;Cranberry;188;AA;7;LO,
1;B;CR1;GF;G1;18/04/2017;02/05/2017;L2;C2;Cranberry;67;AA;43;LO,
1;B;CR1;GF;G1;18/04/2017;02/05/2017;L3;C2;Cranberry;130;AA;29;LO,
1;B;CR1;GF;G1;18/04/2017;02/05/2017;L4;C2;Cranberry;136;AA;25;LO,
1;B;CR1;GF;G1;18/04/2017;02/05/2017;L5;C2;Cranberry;72;AA;33;LO,
1;B;CR1;GF;G1;18/04/2017;02/05/2017;L6;C2;Cranberry;165;AA;13;LO,
1;B;CR1;GF;G1;18/04/2017;02/05/2017;L7;C2;Cranberry;128;AA;41;LO,
1;B;CR1;GF;G1;18/04/2017;02/05/2017;L8;C2;Cranberry;174;AA;11;LO,
1;B;CR1;GF;G1;18/04/2017;02/05/2017;L9;C2;Cranberry;113;AA;43;LO,
1;B;CR1;GF;G1;18/04/2017;02/05/2017;L10;C2;Cranberry;114;AA;44;LO,
1;B;RA1;GF;G1;18/04/2017;02/05/2017;L1;C3;Grape;92;RH;20;LO,
1;B;RA1;GF;G1;18/04/2017;02/05/2017;L2;C3;Grape;134;RH;6;LO,
1;B;RA1;GF;G1;18/04/2017;02/05/2017;L3;C3;Grape;89;RH;11;LO,
1;B;RA1;GF;G1;18/04/2017;02/05/2017;L4;C3;Grape;35;RH;9;LO,
1;B;RA1;GF;G1;18/04/2017;02/05/2017;L5;C3;Grape;42;RH;5;LO,
1;B;RA1;GF;G1;18/04/2017;02/05/2017;L6;C3;Grape;183;RH;4;LO,
1;B;RA1;GF;G1;18/04/2017;02/05/2017;L7;C3;Grape;125;RH;8;LO,
1;B;RA1;GF;G1;18/04/2017;02/05/2017;L8;C3;Grape;62;RH;7;LO,
1;B;RA1;GF;G1;18/04/2017;02/05/2017;L9;C3;Grape;70;RH;6;LO,
1;B;RA1;GF;G1;18/04/2017;02/05/2017;L10;C3;Grape;145;RH;2;LO,
1;B;RA1;GF;G1;18/04/2017;02/05/2017;L1;C4;Grape;28;AA;7;LO,
1;B;RA1;GF;G1;18/04/2017;02/05/2017;L2;C4;Grape;70;AA;15;LO,
1;B;RA1;GF;G1;18/04/2017;02/05/2017;L3;C4;Grape;66;AA;15;LO,
1;B;RA1;GF;G1;18/04/2017;02/05/2017;L4;C4;Grape;68;AA;2;LO,
1;B;RA1;GF;G1;18/04/2017;02/05/2017;L5;C4;Grape;102;AA;20;LO,
1;B;RA1;GF;G1;18/04/2017;02/05/2017;L6;C4;Grape;12;AA;4;LO,
1;B;RA1;GF;G1;18/04/2017;02/05/2017;L7;C4;Grape;24;AA;0;LO,
1;B;RA1;GF;G1;18/04/2017;02/05/2017;L8;C4;Grape;140;AA;7;LO,
1;B;RA1;GF;G1;18/04/2017;02/05/2017;L9;C4;Grape;47;AA;1;LO,
1;B;RA1;GF;G1;18/04/2017;02/05/2017;L10;C4;Grape;84;AA;9;LO,
1;B;EG1;GF;G1;18/04/2017;02/05/2017;L1;C5;Rosehips;207;RH;2;LO,
1;B;EG1;GF;G1;18/04/2017;02/05/2017;L2;C5;Rosehips;9;RH;0;LO,
1;B;EG1;GF;G1;18/04/2017;02/05/2017;L3;C5;Rosehips;191;RH;41;LO,
1;B;EG1;GF;G1;18/04/2017;02/05/2017;L4;C5;Rosehips;84;RH;2;LO,
1;B;EG1;GF;G1;18/04/2017;02/05/2017;L5;C5;Rosehips;176;RH;4;LO,
1;B;EG1;GF;G1;18/04/2017;02/05/2017;L6;C5;Rosehips;226;RH;0;LO,
1;B;EG1;GF;G1;18/04/2017;02/05/2017;L7;C5;Rosehips;171;RH;3;LO,
1;B;EG1;GF;G1;18/04/2017;02/05/2017;L8;C5;Rosehips;200;RH;1;LO,
1;B;EG1;GF;G1;18/04/2017;02/05/2017;L9;C5;Rosehips;160;RH;1;LO,
1;B;EG1;GF;G1;18/04/2017;02/05/2017;L10;C5;Rosehips;189;RH;44;LO,
1;B;EG1;GF;G1;18/04/2017;02/05/2017;L1;C6;Rosehips;91;AA;4;LO,
1;B;EG1;GF;G1;18/04/2017;02/05/2017;L2;C6;Rosehips;40;AA;0;LO,
1;B;EG1;GF;G1;18/04/2017;02/05/2017;L3;C6;Rosehips;27;AA;5;LO,
1;B;EG1;GF;G1;18/04/2017;02/05/2017;L4;C6;Rosehips;83;AA;22;LO,
1;B;EG1;GF;G1;18/04/2017;02/05/2017;L5;C6;Rosehips;192;AA;0;LO,
1;B;EG1;GF;G1;18/04/2017;02/05/2017;L6;C6;Rosehips;133;AA;0;LO,
1;B;EG1;GF;G1;18/04/2017;02/05/2017;L7;C6;Rosehips;78;AA;0;LO,
1;B;EG1;GF;G1;18/04/2017;02/05/2017;L8;C6;Rosehips;4;AA;0;LO,
1;B;EG1;GF;G1;18/04/2017;02/05/2017;L9;C6;Rosehips;112;AA;17;LO,
1;B;EG1;GF;G1;18/04/2017;02/05/2017;L10;C6;Rosehips;160;AA;41;LO,
1;B;TO2;GF;G1;18/04/2017;02/05/2017;L1;C7;Tomato;175;RH;6;LO,
1;B;TO2;GF;G1;18/04/2017;02/05/2017;L2;C7;Tomato;59;RH;1;LO,
1;B;TO2;GF;G1;18/04/2017;02/05/2017;L3;C7;Tomato;15;RH;0;LO,
1;B;TO2;GF;G1;18/04/2017;02/05/2017;L4;C7;Tomato;18;RH;0;LO,
1;B;TO2;GF;G1;18/04/2017;02/05/2017;L5;C7;Tomato;21;RH;1;LO,
1;B;TO2;GF;G1;18/04/2017;02/05/2017;L6;C7;Tomato;38;RH;0;LO,
1;B;TO2;GF;G1;18/04/2017;02/05/2017;L7;C7;Tomato;93;RH;3;LO,
1;B;TO2;GF;G1;18/04/2017;02/05/2017;L8;C7;Tomato;20;RH;0;LO,
1;B;TO2;GF;G1;18/04/2017;02/05/2017;L9;C7;Tomato;59;RH;1;LO,
1;B;TO2;GF;G1;18/04/2017;02/05/2017;L10;C7;Tomato;64;RH;0;LO,
1;B;TO2;GF;G1;18/04/2017;02/05/2017;L1;C8;Tomato;18;AA;4;LO,
1;B;TO2;GF;G1;18/04/2017;02/05/2017;L2;C8;Tomato;34;AA;3;LO,
1;B;TO2;GF;G1;18/04/2017;02/05/2017;L3;C8;Tomato;8;AA;0;LO,
1;B;TO2;GF;G1;18/04/2017;02/05/2017;L4;C8;Tomato;28;AA;0;LO,
1;B;TO2;GF;G1;18/04/2017;02/05/2017;L5;C8;Tomato;21;AA;0;LO,
1;B;TO2;GF;G1;18/04/2017;02/05/2017;L6;C8;Tomato;33;AA;0;LO,
1;B;TO2;GF;G1;18/04/2017;02/05/2017;L7;C8;Tomato;20;AA;1;LO,
1;B;TO2;GF;G1;18/04/2017;02/05/2017;L8;C8;Tomato;57;AA;3;LO,
1;B;TO2;GF;G1;18/04/2017;02/05/2017;L9;C8;Tomato;42;AA;1;LO,
1;B;TO2;GF;G1;18/04/2017;02/05/2017;L10;C8;Tomato;9;AA;0;LO,
1;B;CE2;GF;G1;18/04/2017;02/05/2017;L1;C9;Cherry;178;AA;14;LO,
1;B;CE2;GF;G1;18/04/2017;02/05/2017;L2;C9;Cherry;174;AA;40;LO,
1;B;CE2;GF;G1;18/04/2017;02/05/2017;L3;C9;Cherry;150;AA;35;LO,
1;B;CE2;GF;G1;18/04/2017;02/05/2017;L4;C9;Cherry;150;AA;26;LO,
1;B;CE2;GF;G1;18/04/2017;02/05/2017;L5;C9;Cherry;156;AA;53;LO,
1;B;CE2;GF;G1;18/04/2017;02/05/2017;L6;C9;Cherry;152;AA;22;LO,
1;B;CE2;GF;G1;18/04/2017;02/05/2017;L7;C9;Cherry;204;AA;42;LO,
1;B;CE2;GF;G1;18/04/2017;02/05/2017;L8;C9;Cherry;177;AA;27;LO,
1;B;CE2;GF;G1;18/04/2017;02/05/2017;L9;C9;Cherry;196;AA;33;LO,
1;B;CE2;GF;G1;18/04/2017;02/05/2017;L10;C9;Cherry;132;AA;31;LO,
1;B;CE2;GF;G1;18/04/2017;02/05/2017;L1;C10;Cherry;90;LO;13;LO,
1;B;CE2;GF;G1;18/04/2017;02/05/2017;L2;C10;Cherry;171;LO;23;LO,
1;B;CE2;GF;G1;18/04/2017;02/05/2017;L3;C10;Cherry;242;LO;0;LO,
1;B;CE2;GF;G1;18/04/2017;02/05/2017;L4;C10;Cherry;127;LO;34;LO,
1;B;CE2;GF;G1;18/04/2017;02/05/2017;L5;C10;Cherry;129;LO;40;LO,
1;B;CE2;GF;G1;18/04/2017;02/05/2017;L6;C10;Cherry;151;LO;36;LO,
1;B;CE2;GF;G1;18/04/2017;02/05/2017;L7;C10;Cherry;79;LO;26;LO,
1;B;CE2;GF;G1;18/04/2017;02/05/2017;L8;C10;Cherry;78;LO;27;LO,
1;B;CE2;GF;G1;18/04/2017;02/05/2017;L9;C10;Cherry;130;LO;35;LO,
1;B;CE2;GF;G1;18/04/2017;02/05/2017;L10;C10;Cherry;93;LO;28;LO,
1;C;FI2;GF;G1;18/04/2017;02/05/2017;L1;C1;Fig;116;AA;16;LO,
1;C;FI2;GF;G1;18/04/2017;02/05/2017;L2;C1;Fig;112;AA;24;LO,
1;C;FI2;GF;G1;18/04/2017;02/05/2017;L3;C1;Fig;161;AA;19;LO,
1;C;FI2;GF;G1;18/04/2017;02/05/2017;L4;C1;Fig;186;AA;25;LO,
1;C;FI2;GF;G1;18/04/2017;02/05/2017;L5;C1;Fig;122;AA;14;LO,
1;C;FI2;GF;G1;18/04/2017;02/05/2017;L6;C1;Fig;82;AA;18;LO,
1;C;FI2;GF;G1;18/04/2017;02/05/2017;L7;C1;Fig;153;AA;51;LO,
1;C;FI2;GF;G1;18/04/2017;02/05/2017;L8;C1;Fig;128;AA;14;LO,
1;C;FI2;GF;G1;18/04/2017;02/05/2017;L9;C1;Fig;240;AA;12;LO,
1;C;FI2;GF;G1;18/04/2017;02/05/2017;L10;C1;Fig;160;AA;19;LO,
1;C;FI2;GF;G1;18/04/2017;02/05/2017;L1;C2;Fig;133;LO;9;LO,
1;C;FI2;GF;G1;18/04/2017;02/05/2017;L2;C2;Fig;142;LO;15;LO,
1;C;FI2;GF;G1;18/04/2017;02/05/2017;L3;C2;Fig;131;LO;26;LO,
1;C;FI2;GF;G1;18/04/2017;02/05/2017;L4;C2;Fig;96;LO;21;LO,
1;C;FI2;GF;G1;18/04/2017;02/05/2017;L5;C2;Fig;80;LO;16;LO,
1;C;FI2;GF;G1;18/04/2017;02/05/2017;L6;C2;Fig;322;LO;34;LO,
1;C;FI2;GF;G1;18/04/2017;02/05/2017;L7;C2;Fig;95;LO;7;LO,
1;C;FI2;GF;G1;18/04/2017;02/05/2017;L8;C2;Fig;170;LO;38;LO,
1;C;FI2;GF;G1;18/04/2017;02/05/2017;L9;C2;Fig;173;LO;18;LO,
1;C;FI2;GF;G1;18/04/2017;02/05/2017;L10;C2;Fig;118;LO;23;LO,
1;C;CE3;GF;G1;18/04/2017;02/05/2017;L1;C3;Cherry;112;AA;11;LO,
1;C;CE3;GF;G1;18/04/2017;02/05/2017;L2;C3;Cherry;164;AA;40;LO,
1;C;CE3;GF;G1;18/04/2017;02/05/2017;L3;C3;Cherry;78;AA;10;LO,
1;C;CE3;GF;G1;18/04/2017;02/05/2017;L4;C3;Cherry;107;AA;34;LO,
1;C;CE3;GF;G1;18/04/2017;02/05/2017;L5;C3;Cherry;164;AA;18;LO,
1;C;CE3;GF;G1;18/04/2017;02/05/2017;L6;C3;Cherry;172;AA;31;LO,
1;C;CE3;GF;G1;18/04/2017;02/05/2017;L7;C3;Cherry;136;AA;22;LO,
1;C;CE3;GF;G1;18/04/2017;02/05/2017;L8;C3;Cherry;101;AA;14;LO,
1;C;CE3;GF;G1;18/04/2017;02/05/2017;L9;C3;Cherry;94;AA;22;LO,
1;C;CE3;GF;G1;18/04/2017;02/05/2017;L10;C3;Cherry;128;AA;25;LO,
1;C;CE3;GF;G1;18/04/2017;02/05/2017;L1;C4;Cherry;144;LO;21;LO,
1;C;CE3;GF;G1;18/04/2017;02/05/2017;L2;C4;Cherry;89;LO;21;LO,
1;C;CE3;GF;G1;18/04/2017;02/05/2017;L3;C4;Cherry;147;LO;23;LO,
1;C;CE3;GF;G1;18/04/2017;02/05/2017;L4;C4;Cherry;107;LO;44;LO,
1;C;CE3;GF;G1;18/04/2017;02/05/2017;L5;C4;Cherry;67;LO;17;LO,
1;C;CE3;GF;G1;18/04/2017;02/05/2017;L6;C4;Cherry;158;LO;30;LO,
1;C;CE3;GF;G1;18/04/2017;02/05/2017;L7;C4;Cherry;97;LO;22;LO,
1;C;CE3;GF;G1;18/04/2017;02/05/2017;L8;C4;Cherry;151;LO;27;LO,
1;C;CE3;GF;G1;18/04/2017;02/05/2017;L9;C4;Cherry;227;LO;0;LO,
1;C;CE3;GF;G1;18/04/2017;02/05/2017;L10;C4;Cherry;129;LO;41;LO,
1;C;RA2;GF;G1;18/04/2017;02/05/2017;L1;C5;Grape;156;AA;3;LO,
1;C;RA2;GF;G1;18/04/2017;02/05/2017;L2;C5;Grape;82;AA;7;LO,
1;C;RA2;GF;G1;18/04/2017;02/05/2017;L3;C5;Grape;99;AA;16;LO,
1;C;RA2;GF;G1;18/04/2017;02/05/2017;L4;C5;Grape;53;AA;4;LO,
1;C;RA2;GF;G1;18/04/2017;02/05/2017;L5;C5;Grape;24;AA;0;LO,
1;C;RA2;GF;G1;18/04/2017;02/05/2017;L6;C5;Grape;130;AA;0;LO,
1;C;RA2;GF;G1;18/04/2017;02/05/2017;L7;C5;Grape;86;AA;5;LO,
1;C;RA2;GF;G1;18/04/2017;02/05/2017;L8;C5;Grape;104;AA;14;LO,
1;C;RA2;GF;G1;18/04/2017;02/05/2017;L9;C5;Grape;47;AA;5;LO,
1;C;RA2;GF;G1;18/04/2017;02/05/2017;L10;C5;Grape;64;AA;6;LO,
1;C;RA2;GF;G1;18/04/2017;02/05/2017;L1;C6;Grape;161;LO;1;LO,
1;C;RA2;GF;G1;18/04/2017;02/05/2017;L2;C6;Grape;19;LO;6;LO,
1;C;RA2;GF;G1;18/04/2017;02/05/2017;L3;C6;Grape;45;LO;1;LO,
1;C;RA2;GF;G1;18/04/2017;02/05/2017;L4;C6;Grape;68;LO;3;LO,
1;C;RA2;GF;G1;18/04/2017;02/05/2017;L5;C6;Grape;92;LO;6;LO,
1;C;RA2;GF;G1;18/04/2017;02/05/2017;L6;C6;Grape;26;LO;5;LO,
1;C;RA2;GF;G1;18/04/2017;02/05/2017;L7;C6;Grape;132;LO;1;LO,
1;C;RA2;GF;G1;18/04/2017;02/05/2017;L8;C6;Grape;124;LO;5;LO,
1;C;RA2;GF;G1;18/04/2017;02/05/2017;L9;C6;Grape;70;LO;2;LO,
1;C;RA2;GF;G1;18/04/2017;02/05/2017;L10;C6;Grape;39;LO;5;LO,
1;C;EG2;GF;G1;18/04/2017;02/05/2017;L1;C7;Rosehips;90;AA;13;LO,
1;C;EG2;GF;G1;18/04/2017;02/05/2017;L2;C7;Rosehips;37;AA;0;LO,
1;C;EG2;GF;G1;18/04/2017;02/05/2017;L3;C7;Rosehips;98;AA;0;LO,
1;C;EG2;GF;G1;18/04/2017;02/05/2017;L4;C7;Rosehips;134;AA;18;LO,
1;C;EG2;GF;G1;18/04/2017;02/05/2017;L5;C7;Rosehips;80;AA;0;LO,
1;C;EG2;GF;G1;18/04/2017;02/05/2017;L6;C7;Rosehips;82;AA;22;LO,
1;C;EG2;GF;G1;18/04/2017;02/05/2017;L7;C7;Rosehips;114;AA;12;LO,
1;C;EG2;GF;G1;18/04/2017;02/05/2017;L8;C7;Rosehips;54;AA;6;LO,
1;C;EG2;GF;G1;18/04/2017;02/05/2017;L9;C7;Rosehips;158;AA;5;LO,
1;C;EG2;GF;G1;18/04/2017;02/05/2017;L10;C7;Rosehips;90;AA;2;LO,
1;C;EG2;GF;G1;18/04/2017;02/05/2017;L1;C8;Rosehips;55;LO;5;LO,
1;C;EG2;GF;G1;18/04/2017;02/05/2017;L2;C8;Rosehips;185;LO;16;LO,
1;C;EG2;GF;G1;18/04/2017;02/05/2017;L3;C8;Rosehips;181;LO;25;LO,
1;C;EG2;GF;G1;18/04/2017;02/05/2017;L4;C8;Rosehips;131;LO;13;LO,
1;C;EG2;GF;G1;18/04/2017;02/05/2017;L5;C8;Rosehips;71;LO;6;LO,
1;C;EG2;GF;G1;18/04/2017;02/05/2017;L6;C8;Rosehips;122;LO;7;LO,
1;C;EG2;GF;G1;18/04/2017;02/05/2017;L7;C8;Rosehips;185;LO;26;LO,
1;C;EG2;GF;G1;18/04/2017;02/05/2017;L8;C8;Rosehips;110;LO;2;LO,
1;C;EG2;GF;G1;18/04/2017;02/05/2017;L9;C8;Rosehips;164;LO;10;LO,
1;C;EG2;GF;G1;18/04/2017;02/05/2017;L10;C8;Rosehips;120;LO;42;LO,
1;C;CR2;GF;G1;18/04/2017;02/05/2017;L1;C9;Cranberry;96;LO;19;LO,
1;C;CR2;GF;G1;18/04/2017;02/05/2017;L2;C9;Cranberry;91;LO;30;LO,
1;C;CR2;GF;G1;18/04/2017;02/05/2017;L3;C9;Cranberry;42;LO;16;LO,
1;C;CR2;GF;G1;18/04/2017;02/05/2017;L4;C9;Cranberry;140;LO;16;LO,
1;C;CR2;GF;G1;18/04/2017;02/05/2017;L5;C9;Cranberry;103;LO;28;LO,
1;C;CR2;GF;G1;18/04/2017;02/05/2017;L6;C9;Cranberry;77;LO;44;LO,
1;C;CR2;GF;G1;18/04/2017;02/05/2017;L7;C9;Cranberry;78;LO;35;LO,
1;C;CR2;GF;G1;18/04/2017;02/05/2017;L8;C9;Cranberry;89;LO;18;LO,
1;C;CR2;GF;G1;18/04/2017;02/05/2017;L9;C9;Cranberry;89;LO;13;LO,
1;C;CR2;GF;G1;18/04/2017;02/05/2017;L10;C9;Cranberry;86;LO;44;LO,
1;C;CR2;GF;G1;18/04/2017;02/05/2017;L1;C10;Cranberry;56;AA;32;LO,
1;C;CR2;GF;G1;18/04/2017;02/05/2017;L2;C10;Cranberry;112;AA;37;LO,
1;C;CR2;GF;G1;18/04/2017;02/05/2017;L3;C10;Cranberry;108;AA;36;LO,
